,cost,round_num,shares_Harvard,shares_Yale,probability_Harvard,probability_Yale,purchase_agent2_Harvard,purchase_agent2_Yale,totalpurchase_agent2_Harvard,totalpurchase_agent2_Yale,belief_agent2_Harvard,belief_agent2_Yale,payment_agent2
31,220.34964802101865,31,103.80913562766858,106.10668292967307,0.4890562220791821,0.5109437779208178,0.09139092231555238,0.0,1.1783209535739645,2.0355609765576763,0.5685011368273772,0.43149886317262287,0.18932663796178417
32,220.93592181506767,32,104.0911332399095,106.10668292967307,0.49041205839935337,0.5095879416006466,0.09399920408030098,0.0,1.269711875889517,2.0355609765576763,0.56533957544745,0.43466042455255005,0.19524788100895307
33,221.5418579199997,33,104.38178782556753,106.10668292967307,0.491805825407326,0.5081941745926741,0.09688486188600642,0.0,1.363711079969818,2.0355609765576763,0.5626091538881669,0.4373908461118331,0.20179096811472164
34,222.16942997913725,34,104.68196996415166,106.10668292967307,0.49324134452721907,0.5067586554727809,0.10006071286138393,0.0,1.4605959418558245,2.0355609765576763,0.5602288074104759,0.439771192589524,0.2089904434540415
35,222.82076066158004,35,104.99260880566705,106.10668292967307,0.49472265829673906,0.5052773417032611,0.10354628050512409,0.0,1.5606566547172085,2.0355609765576763,0.5581368675152714,0.4418631324847286,0.21689579083678723
36,223.49816702874236,36,105.31471189029604,106.10668292967307,0.4962541164424723,0.5037458835575277,0.10736769487632966,0.0,1.6642029352223326,2.0355609765576763,0.5562855771365688,0.44371442286343116,0.22557156594933758
37,224.20420946237033,37,105.64938610280164,106.10668292967307,0.49784046475595783,0.502159535244042,0.1115580708351997,0.0,1.7715706300986622,2.0355609765576763,0.5546373661039795,0.44536263389602043,0.23509857381262123
38,224.9417471002394,38,105.99786105240884,106.10668292967307,0.49948694239842195,0.500513057601578,0.1161583165357334,0.0,1.883128700933862,2.0355609765576763,0.5531622613820839,0.44683773861791615,0.2455760241996643
39,225.80088562703207,39,106.4023514794905,106.10668292967307,0.50139131956574,0.49860868043426004,0.13483014236055546,0.0,1.9992870174695954,2.0355609765576763,0.6037071720183674,0.3962928279816325,0.28601592558518973
40,226.70896156600193,40,106.8282172193378,106.10668292967307,0.503388481665272,0.4966115183347281,0.1419552466157667,0.0,2.1341171598301507,2.0355609765576763,0.6056025029473696,0.3943974970526304,0.3022889538157756
